gender,Partner,tenure,PhoneService,PaperlessBilling,MonthlyCharges,Churn
Female,Yes,70,Yes,Yes,104.45,No
Male,Yes,4,Yes,No,70.5,No
Male,Yes,45,Yes,No,20.35,No
Male,No,10,Yes,Yes,70,Yes
Male,Yes,36,Yes,No,19.45,No
Male,No,54,Yes,Yes,69.9,No
Male,Yes,23,Yes,No,59.7,No
Female,Yes,41,Yes,Yes,78.35,No
Male,No,5,Yes,Yes,71.45,No
Male,Yes,27,No,Yes,45.85,No
Female,No,1,Yes,Yes,95.85,No
Female,Yes,67,No,No,35.7,No
Female,Yes,72,Yes,Yes,89.55,No
Female,Yes,56,Yes,Yes,24.95,No
Male,Yes,44,Yes,No,24.85,No
Female,Yes,66,Yes,Yes,100.8,No
Female,No,34,Yes,Yes,64.4,Yes
Female,Yes,69,Yes,No,105.35,No
Female,Yes,1,Yes,Yes,102.45,Yes
Female,No,40,Yes,No,19.65,No
Male,Yes,30,Yes,Yes,54.45,No
Female,No,11,Yes,No,70.5,No
Female,No,15,Yes,No,20.1,No
Male,No,11,Yes,Yes,69.35,No
Female,Yes,64,Yes,No,19.8,No
Male,Yes,72,Yes,No,74.4,No
Male,Yes,72,Yes,Yes,93.05,No
Female,No,1,Yes,No,51.2,No
Female,No,15,Yes,No,65.6,No
Female,No,60,Yes,No,80.55,No
Male,No,56,Yes,No,52.7,No
Female,No,8,Yes,No,20.85,No
Female,No,3,Yes,No,80.1,Yes
Female,Yes,49,Yes,Yes,52.15,No
Female,No,2,Yes,Yes,80.2,Yes
Female,No,6,Yes,Yes,98.15,Yes
Male,No,70,Yes,Yes,114.95,No
Male,No,12,Yes,Yes,112.95,Yes
Male,Yes,52,Yes,Yes,104.45,No
Female,Yes,72,Yes,Yes,113.65,No
Female,No,40,Yes,Yes,20.6,No
Female,No,1,Yes,No,70.9,Yes
Female,No,3,Yes,Yes,86.85,Yes
Female,No,40,Yes,Yes,91.55,No
Male,No,1,Yes,Yes,49.85,No
Male,Yes,30,Yes,No,19.8,No
Male,Yes,23,Yes,Yes,99.85,Yes
Male,Yes,1,Yes,Yes,74.5,Yes
Female,Yes,44,Yes,No,104.15,No
Male,No,65,Yes,Yes,109.15,Yes
Female,No,7,Yes,Yes,48.2,No
Male,No,72,Yes,Yes,25.1,No
Female,No,8,Yes,Yes,100.15,No
Female,No,16,Yes,Yes,65.2,Yes
Male,Yes,66,Yes,Yes,99.5,Yes
Male,No,1,Yes,Yes,71.55,Yes
Male,No,3,Yes,No,55.9,No
Male,Yes,53,Yes,No,93.9,Yes
Male,Yes,8,Yes,Yes,64.4,No
Male,Yes,69,Yes,Yes,108.4,Yes
Female,No,5,Yes,Yes,85.3,No
Female,Yes,72,Yes,No,107.45,No
Female,Yes,13,No,Yes,48.75,Yes
Female,No,4,Yes,Yes,85.65,Yes
Female,Yes,54,Yes,No,91.3,No
Male,Yes,72,Yes,No,85.95,No
Male,No,12,Yes,Yes,106.7,Yes
Male,No,1,No,Yes,25.15,Yes
Male,No,1,Yes,No,45.2,No
Female,Yes,54,Yes,No,110.35,Yes
Male,Yes,69,Yes,Yes,79.2,No
Female,No,48,Yes,No,55.5,No
Female,Yes,48,Yes,Yes,103.25,Yes
Female,Yes,8,Yes,Yes,90.25,No
Male,Yes,71,Yes,Yes,91.25,No
Male,No,2,Yes,Yes,47.8,Yes
Male,Yes,67,Yes,Yes,100.9,No
Male,Yes,34,Yes,Yes,97.7,No
Female,No,3,Yes,Yes,69.85,No
Female,Yes,9,Yes,Yes,65.6,No
Male,Yes,71,Yes,Yes,104.65,No
Male,No,57,Yes,Yes,90.45,No
Male,No,72,No,Yes,63.7,No
Female,Yes,48,Yes,Yes,104.5,No
Male,No,18,Yes,No,20.1,No
Male,Yes,43,Yes,Yes,104.3,No
Female,Yes,72,Yes,Yes,93.25,No
Male,Yes,35,Yes,Yes,73.45,No
Male,No,4,Yes,No,20.7,No
Female,Yes,49,Yes,No,25.25,No
Female,Yes,71,Yes,No,100.5,No
Male,Yes,11,Yes,No,90.6,No
Male,Yes,63,Yes,Yes,89.4,No
Female,No,65,Yes,Yes,95.45,No
Female,No,49,Yes,No,20.45,No
Female,No,29,Yes,Yes,98.6,Yes
Female,Yes,15,Yes,Yes,83.05,Yes
Female,Yes,4,Yes,Yes,19.95,No
Female,Yes,72,Yes,No,109.15,No
Female,Yes,26,Yes,Yes,85.7,No
Female,Yes,35,Yes,No,102.05,No
Female,No,57,Yes,No,94.7,No
Male,Yes,28,Yes,No,64.4,No
Female,Yes,25,Yes,Yes,26.8,No
Female,Yes,47,Yes,Yes,66.05,No
Female,Yes,57,Yes,No,65.2,No
Male,Yes,16,Yes,Yes,85.05,No
Male,No,5,Yes,Yes,55.8,No
Male,Yes,17,Yes,Yes,70.4,Yes
Female,No,56,Yes,Yes,104.75,Yes
Male,Yes,72,Yes,No,19.95,No
Female,No,21,Yes,Yes,94.25,Yes
Female,Yes,48,No,No,45,No
Female,Yes,68,Yes,No,114.9,No
Female,No,30,Yes,No,106.4,No
Female,Yes,3,Yes,Yes,46.1,No
Female,No,14,No,No,39.7,No
Female,No,4,Yes,Yes,20.05,No
Female,Yes,71,Yes,Yes,95.75,No
Male,Yes,8,Yes,No,24.4,No
Male,Yes,61,No,No,33.6,No
Male,Yes,72,Yes,No,90.45,No
Female,No,5,Yes,Yes,84,No
Female,No,49,Yes,No,67.4,No
Male,No,8,Yes,Yes,19.7,No
Male,No,3,Yes,Yes,80.35,No
Male,Yes,9,Yes,No,19.6,No
Male,Yes,67,Yes,Yes,54.2,No
Male,No,46,Yes,Yes,45.2,No
Female,Yes,67,Yes,No,75.1,No
Female,Yes,55,Yes,No,19.7,No
Male,Yes,33,Yes,Yes,72.75,No
Male,Yes,62,Yes,No,20.05,No
Female,No,1,Yes,No,45.95,Yes
Male,Yes,49,No,Yes,39.2,No
Male,No,1,Yes,Yes,44.75,No
Male,Yes,14,Yes,Yes,82.65,No
Male,No,18,Yes,No,93.9,No
Female,No,1,Yes,Yes,70.15,Yes
Female,No,1,Yes,Yes,85.55,Yes
Female,Yes,72,Yes,Yes,117.15,No
Male,No,64,Yes,No,99.25,No
Male,Yes,69,Yes,Yes,112.55,No
Female,No,1,Yes,Yes,25.7,No
Male,Yes,71,Yes,No,90.3,No
Female,Yes,66,Yes,Yes,49.4,No
Male,No,2,Yes,No,19.4,No
Female,Yes,71,Yes,Yes,109.7,No
Male,No,11,Yes,Yes,61.25,No
Male,No,47,Yes,Yes,55.3,No
Female,Yes,35,Yes,Yes,70.3,Yes
Male,Yes,32,Yes,No,106.35,Yes
Male,Yes,60,Yes,Yes,103.75,No
Male,No,11,Yes,No,19.5,No
Female,No,29,No,No,39.5,No
Male,Yes,21,No,Yes,26.05,No
Male,Yes,48,Yes,Yes,91.05,No
Female,No,3,No,No,29.65,No
Female,Yes,43,Yes,No,50.2,No
Male,No,5,Yes,No,105.3,No
Female,No,1,Yes,Yes,55.45,No
Male,Yes,71,Yes,No,85.45,No
Female,Yes,8,Yes,No,19.8,No
Male,No,8,Yes,Yes,59.25,No
Male,No,20,Yes,Yes,90.7,No
Female,Yes,33,Yes,Yes,103.7,Yes
Male,No,71,Yes,Yes,79.05,No
Female,Yes,31,Yes,Yes,90.7,No
Female,Yes,38,Yes,No,95,No
Male,No,1,Yes,Yes,88.35,Yes
Female,Yes,2,No,Yes,30.25,No
Female,Yes,12,No,Yes,49.85,No
Female,No,9,Yes,No,93,No
Male,No,11,Yes,Yes,54.55,No
Male,No,6,Yes,No,19.7,No
Female,Yes,71,Yes,Yes,84.8,No
Female,Yes,42,Yes,Yes,94.45,No
Female,Yes,8,Yes,Yes,94.2,Yes
Female,No,5,Yes,Yes,96.25,Yes
Female,Yes,2,Yes,Yes,70.7,Yes
Female,Yes,45,Yes,No,20.85,No
Male,Yes,28,No,Yes,60,No
Female,Yes,43,Yes,No,80.45,No
Male,No,60,Yes,Yes,84.95,No
Female,Yes,42,No,No,33.55,Yes
Male,Yes,7,No,No,49.65,No
Female,Yes,25,Yes,Yes,20.2,No
Female,Yes,40,Yes,Yes,94.55,Yes
Male,No,27,Yes,Yes,100.5,No
Male,No,10,No,No,35.75,No
Female,No,27,Yes,Yes,86.45,No
Female,No,11,Yes,No,53.8,No
Male,Yes,4,No,No,38.55,No
Male,No,68,No,Yes,39.9,No
Male,No,1,Yes,Yes,70.05,No
Female,No,18,Yes,No,20.1,No
Female,No,57,Yes,Yes,112.95,Yes
Male,No,26,Yes,Yes,20.3,No
Female,Yes,17,No,Yes,35.65,No
Male,No,1,No,No,35.9,Yes
Male,No,38,Yes,Yes,99.25,Yes
Male,Yes,59,Yes,Yes,82.95,No
Male,No,30,Yes,Yes,55.65,No
Male,No,2,No,Yes,24.45,Yes
Female,Yes,50,Yes,No,25.2,No
Male,No,9,No,No,50.8,No
Female,Yes,3,Yes,No,19.65,No
Female,No,14,Yes,Yes,59.8,No
Female,No,31,Yes,Yes,73.55,No
Female,No,7,Yes,No,61.4,No
Female,No,8,Yes,Yes,103.35,Yes
Male,Yes,17,Yes,No,19.9,No
Male,Yes,32,Yes,Yes,19.45,No
Female,No,2,Yes,No,81.5,No
Male,No,7,Yes,Yes,84.8,Yes
Female,Yes,72,Yes,No,109.55,No
Female,No,31,Yes,Yes,99.95,Yes
Female,Yes,27,Yes,No,74.4,No
Female,No,18,Yes,Yes,90,Yes
Male,No,7,Yes,Yes,74.9,No
Female,No,14,Yes,Yes,104.85,Yes
Male,Yes,11,Yes,Yes,59.65,No
Female,Yes,72,Yes,Yes,110.45,No
Male,Yes,28,Yes,No,106.1,Yes
Male,No,15,Yes,Yes,74.2,Yes
Female,No,4,Yes,Yes,74.45,No
Female,No,71,Yes,No,24.55,No
Female,No,5,Yes,Yes,89.35,Yes
Male,Yes,47,Yes,No,24.55,No
Male,Yes,57,Yes,Yes,90.65,No
Male,Yes,50,Yes,Yes,105.05,No
Male,No,8,Yes,Yes,20.45,No
Female,Yes,48,Yes,No,19.55,No
Female,No,70,Yes,No,19.7,No
Male,No,1,Yes,Yes,70.45,No
Male,Yes,8,Yes,Yes,85.65,No
Female,No,1,Yes,Yes,77.15,Yes
Male,No,1,No,Yes,35.25,Yes
Male,Yes,60,Yes,No,20.55,No
Male,Yes,49,Yes,Yes,97.95,No
Male,Yes,4,No,Yes,48.55,Yes
Female,No,29,Yes,No,20,No
Female,Yes,67,Yes,Yes,25.25,No
Female,Yes,53,Yes,Yes,98.4,Yes
Male,Yes,67,Yes,No,70.9,No
Female,Yes,6,Yes,No,19.85,No
Female,No,47,Yes,Yes,106.35,No
Female,No,53,Yes,No,99.5,No
Male,Yes,69,Yes,Yes,84.7,No
Male,No,3,Yes,Yes,86.05,No
Male,No,4,Yes,No,44.55,No
Male,Yes,56,Yes,Yes,75.85,No
Male,Yes,59,Yes,Yes,93.85,Yes
Male,Yes,61,Yes,No,25,No
Female,Yes,2,Yes,Yes,45,No
Male,Yes,46,Yes,Yes,100.7,Yes
Male,Yes,12,Yes,No,20.5,No
Female,No,14,Yes,Yes,80.45,Yes
Female,Yes,28,Yes,Yes,90.45,No
Male,No,24,Yes,No,60.45,No
Male,No,31,Yes,Yes,55.25,Yes
Female,Yes,68,Yes,Yes,78.45,No
Male,No,39,Yes,No,100.55,No
Female,Yes,42,Yes,No,20.35,No
Male,Yes,13,No,Yes,54.45,Yes
Female,Yes,6,Yes,Yes,90.75,No
Male,No,35,Yes,No,75.35,Yes
Female,Yes,38,Yes,Yes,20.25,No
Male,No,18,Yes,No,20.05,No
Female,Yes,4,Yes,No,19.6,No
Male,Yes,27,Yes,Yes,53.8,No
Male,No,41,Yes,No,70.2,No
Male,Yes,50,Yes,No,75.5,No
Male,Yes,72,Yes,No,20.35,No
Female,No,70,Yes,No,26.05,No
Male,Yes,44,Yes,No,20.6,No
Male,No,2,Yes,Yes,75.7,Yes
Female,Yes,34,Yes,Yes,20.1,No
Female,Yes,72,Yes,No,24.3,No
Male,Yes,71,Yes,Yes,24.5,No
Female,No,64,Yes,Yes,110.5,No
Female,Yes,72,Yes,Yes,25.25,No
Male,No,1,Yes,Yes,74.25,Yes
Male,Yes,29,Yes,No,90.1,No
Female,Yes,23,Yes,Yes,68.75,No
Male,Yes,52,Yes,No,19.2,No
Female,No,25,Yes,Yes,89.7,Yes
Female,No,64,Yes,Yes,115.1,No
Female,No,16,Yes,Yes,96.4,Yes
Male,No,1,Yes,Yes,69.5,Yes
Male,No,24,Yes,Yes,99.65,No
Male,Yes,2,Yes,Yes,91.45,No
Female,Yes,34,Yes,No,84.75,No
Male,Yes,36,Yes,Yes,85.25,Yes
Male,Yes,53,Yes,Yes,78.75,No
Female,Yes,47,Yes,No,20.25,No
Male,No,72,Yes,No,19.9,No
Male,Yes,72,Yes,Yes,97.75,No
Male,No,1,Yes,No,19.4,Yes
Female,No,9,Yes,Yes,83.3,Yes
Female,No,8,Yes,Yes,80.1,Yes
Male,No,45,Yes,No,62.7,Yes
Female,No,7,Yes,Yes,100.4,No
Female,Yes,71,Yes,Yes,24.45,No
Female,No,41,Yes,Yes,101.1,No
Male,Yes,67,No,No,50.9,No
Male,Yes,69,Yes,Yes,107.2,No
Female,Yes,70,Yes,Yes,92.2,No
Male,No,25,Yes,No,25.3,Yes
Male,No,72,Yes,No,113.4,No
Male,Yes,34,No,Yes,40.55,No
Female,Yes,65,Yes,No,26,No
Female,No,70,Yes,Yes,111.95,No
Female,Yes,72,No,Yes,53.8,No
Male,No,35,Yes,Yes,72.1,No
Male,No,13,Yes,No,98.15,Yes
Female,Yes,12,Yes,No,78.85,No
Female,Yes,62,Yes,Yes,70.75,No
Female,No,25,Yes,Yes,76.15,No
Female,No,52,No,No,39.1,No
Male,No,8,Yes,Yes,69.95,No
Male,No,2,Yes,No,20.05,No
Female,Yes,56,Yes,No,20.05,No
Female,No,12,Yes,No,19.45,No
Female,Yes,47,Yes,No,26.9,No
Male,No,2,Yes,No,19.2,No
Female,No,18,Yes,Yes,50,No
Female,No,8,Yes,Yes,60,No
Male,Yes,45,Yes,Yes,84.55,No
Male,No,3,Yes,No,45.45,No
Female,No,38,Yes,No,20.05,No
Male,Yes,72,Yes,Yes,115.55,No
Male,No,46,Yes,Yes,93.7,Yes
Female,Yes,71,Yes,Yes,99,No
Male,Yes,66,No,No,50.55,No
Male,No,25,Yes,No,105.95,Yes
Male,No,18,Yes,Yes,82,Yes
Female,Yes,13,Yes,Yes,25,No
Female,Yes,65,Yes,No,91.55,No
Male,Yes,60,Yes,Yes,95.75,Yes
Male,Yes,15,Yes,No,19.35,No
Female,Yes,72,Yes,No,24.85,No
Male,Yes,30,Yes,Yes,94.05,Yes
Female,Yes,42,Yes,Yes,100.4,No
Female,Yes,71,Yes,No,25,No
Female,No,1,Yes,Yes,54.75,Yes
Male,No,39,Yes,Yes,95.65,Yes
Female,No,35,Yes,No,19.25,No
Female,Yes,53,Yes,Yes,108.25,No
Female,No,1,Yes,Yes,94.6,Yes
Female,Yes,31,Yes,Yes,98.9,Yes
Male,No,48,Yes,No,20.15,No
Female,No,30,Yes,Yes,101.3,No
Male,No,10,Yes,No,20,No
Female,No,12,Yes,Yes,105.3,No
Female,No,57,Yes,No,69.85,No
Female,Yes,58,Yes,Yes,65.25,No
Female,No,37,Yes,No,19.8,No
Female,Yes,44,Yes,No,19.6,No
Male,No,27,Yes,No,20.05,No
Female,No,8,Yes,No,49.4,No
Male,No,3,Yes,Yes,76.05,Yes
Female,Yes,25,Yes,No,88.4,No
Female,Yes,57,Yes,Yes,100.6,No
Female,No,12,Yes,No,19.45,No
Female,Yes,62,Yes,No,20.3,No
Female,Yes,65,Yes,Yes,107.65,No
Female,Yes,71,Yes,Yes,80.45,No
Female,Yes,21,Yes,Yes,58.85,No
Male,Yes,71,Yes,Yes,109.6,No
Female,No,7,Yes,Yes,75.15,No
Female,No,72,Yes,Yes,73,No
Female,No,1,Yes,No,70.1,No
Female,Yes,72,Yes,Yes,98.65,No
Female,Yes,64,Yes,Yes,111.45,No
Female,No,72,Yes,Yes,114.9,No
Female,No,29,Yes,No,100.55,No
Female,No,13,Yes,Yes,20.4,No
Female,No,31,Yes,No,104.35,No
Male,No,1,Yes,Yes,69.75,Yes
Male,Yes,7,No,Yes,34.5,Yes
Male,Yes,61,Yes,Yes,105.55,Yes
Female,No,39,No,No,30.1,Yes
Male,Yes,10,Yes,Yes,70.3,Yes
Female,Yes,14,Yes,No,80.45,No
Female,No,1,Yes,Yes,80.2,Yes
Female,Yes,67,Yes,Yes,94.35,Yes
Female,No,72,Yes,Yes,91.35,No
Male,Yes,6,Yes,Yes,44.6,Yes
Female,No,1,Yes,Yes,19.6,Yes
Male,Yes,25,Yes,No,19.9,No
Female,No,33,Yes,Yes,110.45,Yes
Male,No,18,Yes,Yes,68.35,No
Male,Yes,71,Yes,Yes,79.1,No
Male,Yes,28,Yes,Yes,51,No
Female,No,2,Yes,No,80.55,No
Male,Yes,17,Yes,Yes,66.7,No
Male,No,56,Yes,Yes,86.4,No
Female,Yes,60,No,No,50.05,No
Female,No,33,Yes,No,25.7,No
Female,No,1,Yes,Yes,83.4,No
Male,No,2,Yes,No,70.7,Yes
Male,Yes,63,Yes,Yes,84.65,No
Male,Yes,7,Yes,Yes,99.25,Yes
Female,No,55,Yes,Yes,64.75,No
Female,Yes,65,Yes,Yes,100.15,No
Male,Yes,1,Yes,Yes,84.8,Yes
Male,No,63,Yes,No,25.25,No
Female,Yes,70,Yes,Yes,113,No
Female,Yes,36,No,No,40.65,No
Male,No,52,Yes,Yes,105,Yes
Male,No,22,Yes,Yes,54.45,Yes
Male,No,22,Yes,Yes,94.95,No
Female,No,5,Yes,No,59.9,No
Female,Yes,47,Yes,Yes,85.3,Yes
Female,No,33,Yes,Yes,83.35,Yes
Male,No,18,No,Yes,33.5,Yes
Female,No,1,Yes,No,19.8,No
Male,No,56,Yes,Yes,81.8,No
Female,No,2,Yes,Yes,20,No
Male,No,35,Yes,Yes,59.6,No
Female,Yes,64,Yes,No,25,No
Female,No,15,Yes,Yes,84.35,No
Male,No,24,Yes,Yes,90.35,Yes
Male,No,1,Yes,No,55.55,No
Female,Yes,70,Yes,No,75.35,No
Male,Yes,1,Yes,Yes,90.75,Yes
Female,No,4,Yes,No,89.6,Yes
Female,No,39,Yes,No,59.3,No
Female,No,29,Yes,Yes,66.1,No
Female,Yes,14,Yes,No,18.8,No
Female,No,61,Yes,No,86.45,No
Male,No,13,Yes,Yes,52.1,No
Female,No,66,No,Yes,47.4,No
Male,No,2,No,Yes,49.25,Yes
Female,Yes,59,Yes,Yes,109.15,No
Male,Yes,62,Yes,Yes,94.95,No
Male,Yes,33,Yes,Yes,93.55,No
Male,No,66,Yes,Yes,79.5,No
Female,No,72,Yes,No,115.05,No
Male,No,1,Yes,No,19.75,Yes
Female,No,19,Yes,Yes,95.15,Yes
Female,Yes,51,Yes,Yes,95.15,No
Male,No,63,Yes,No,105.4,No
Male,No,27,Yes,No,20.1,No
Male,No,22,Yes,Yes,101.35,Yes
Female,No,4,Yes,No,20.05,No
Male,Yes,42,Yes,No,20.7,No
Female,No,29,Yes,No,20.35,No
Female,No,4,Yes,Yes,70.05,Yes
Male,No,30,Yes,No,19.7,No
Male,Yes,4,Yes,Yes,74.65,Yes
Male,Yes,71,Yes,No,85.45,No
Male,Yes,46,No,No,40.4,No
Male,No,4,Yes,No,50.4,Yes
Female,No,7,Yes,Yes,79.65,Yes
Male,No,69,Yes,Yes,105.2,No
Female,Yes,72,Yes,No,100.65,No
Male,No,19,Yes,Yes,79.85,Yes
Male,No,28,Yes,No,91,No
Male,Yes,5,Yes,Yes,78.75,Yes
Female,Yes,72,Yes,Yes,116.75,No
Male,Yes,8,Yes,Yes,80.45,Yes
Female,No,7,Yes,Yes,59.1,No
Female,No,22,Yes,Yes,49.8,No
Male,No,72,Yes,No,19.3,No
Male,Yes,8,Yes,No,19.65,No
Male,Yes,52,Yes,Yes,81.4,No
Female,No,68,No,No,38.9,No
Female,Yes,71,Yes,No,87.95,No
Male,No,2,Yes,No,19.85,No
Female,No,34,Yes,Yes,96.35,No
Female,No,35,No,No,24.15,No
Female,Yes,61,Yes,No,19.1,No
Male,No,1,Yes,No,44,No
Female,No,1,Yes,Yes,50.1,Yes
Female,Yes,53,Yes,No,60.6,No
Female,Yes,72,Yes,No,25.65,No
Male,Yes,2,Yes,No,76.4,Yes
Male,No,3,Yes,Yes,98.7,Yes
Female,No,13,Yes,Yes,100.8,Yes
Male,Yes,41,No,Yes,53.95,No
Female,Yes,24,Yes,No,20.4,No
Female,Yes,28,Yes,Yes,90.1,Yes
Male,No,8,No,No,29.35,No
Male,No,1,Yes,Yes,20.45,No
Female,No,54,Yes,Yes,95.1,No
Male,No,41,Yes,Yes,25.25,No
Female,Yes,19,Yes,No,44.9,No
Female,Yes,72,Yes,No,92.65,No
Male,No,62,No,Yes,43.7,No
Female,Yes,56,Yes,Yes,72.6,No
Male,No,15,Yes,No,51.55,Yes
Male,No,10,Yes,Yes,79.25,Yes
Male,Yes,32,Yes,No,18.95,No
Male,No,21,Yes,No,20.5,No
Male,Yes,62,Yes,No,19.95,No
Female,No,2,No,No,24.5,No
Male,No,27,Yes,No,20.6,No
Male,No,5,Yes,Yes,94.85,Yes
Female,No,25,No,No,61.05,No
Female,No,2,Yes,Yes,85.7,Yes
Male,No,49,Yes,Yes,106.65,No
Female,No,63,Yes,No,108.25,No
Female,No,4,Yes,No,20.4,No
Female,Yes,1,Yes,Yes,55.3,No
Male,No,11,Yes,No,20.25,No
Male,No,52,Yes,Yes,72.95,No
Female,Yes,60,Yes,No,89.45,No
Male,No,64,Yes,Yes,104.65,No
Female,Yes,43,Yes,No,75.2,No
Female,Yes,61,Yes,No,101.15,No
Female,No,1,Yes,No,44.4,Yes
Male,No,5,Yes,Yes,89.5,Yes
Male,No,66,Yes,No,68.75,No
Male,Yes,67,Yes,Yes,111.05,No
Female,Yes,42,Yes,Yes,99,No
Male,Yes,1,Yes,Yes,86.05,Yes
Female,Yes,31,Yes,No,21,No
Male,No,7,Yes,Yes,19.4,No
Male,No,4,No,Yes,44.55,Yes
Male,Yes,34,Yes,No,77.2,No
Male,No,3,Yes,Yes,19.45,No
Female,Yes,19,No,Yes,24.85,No
Male,Yes,31,No,No,35.4,Yes
Female,No,1,Yes,No,95.65,Yes
Male,No,3,No,No,41.35,No
Male,Yes,46,Yes,No,19.6,No
Female,No,1,Yes,No,20.95,Yes
Female,Yes,69,Yes,No,84.45,No
Male,No,5,Yes,No,20.25,No
Male,No,1,Yes,No,19.65,No
Male,No,26,Yes,Yes,20.65,No
Female,No,10,No,Yes,34.7,Yes
Male,No,25,Yes,No,99.3,No
Male,Yes,64,Yes,No,81.05,No
Male,Yes,30,Yes,No,67.6,No
Male,No,13,Yes,Yes,70.15,No
Female,Yes,64,Yes,Yes,115,No
Female,No,46,Yes,Yes,84.8,No
Female,No,12,Yes,No,19.7,No
Female,No,15,Yes,No,19.75,Yes
Male,Yes,17,Yes,Yes,92.55,Yes
Female,Yes,13,Yes,Yes,63.15,No
Female,Yes,67,Yes,No,74,No
Male,Yes,24,No,No,29.1,No
Male,No,6,Yes,No,50.05,No
Male,Yes,53,Yes,Yes,60.05,Yes
Male,Yes,16,Yes,Yes,74.3,Yes
Male,No,10,Yes,No,20,No
Female,No,13,Yes,Yes,74.65,No
Male,No,9,Yes,Yes,85.35,Yes
Female,No,25,Yes,No,74.3,Yes
Male,No,7,No,Yes,44.4,No
Male,Yes,38,Yes,Yes,85.4,No
Female,Yes,43,Yes,Yes,94.1,No
Female,No,4,Yes,Yes,98.1,Yes
Female,No,25,Yes,No,108.9,No
Male,No,27,Yes,No,56.2,No
Male,Yes,72,Yes,No,26.1,No
Male,No,71,Yes,Yes,85.45,No
Female,No,24,Yes,Yes,88.95,No
Female,No,50,Yes,Yes,109.65,Yes
Male,No,57,Yes,Yes,74.35,No
Female,No,15,Yes,No,48.85,No
Male,No,4,Yes,Yes,80.1,No
Female,No,28,Yes,No,56.05,No
Female,No,9,Yes,Yes,74.55,Yes
Female,Yes,55,Yes,Yes,89.8,No
Male,No,3,Yes,Yes,100.95,Yes
Male,No,10,Yes,Yes,94.9,Yes
Male,No,55,Yes,No,19.1,No
Female,Yes,20,Yes,No,20.35,No
Female,Yes,62,Yes,Yes,106.05,No
Male,Yes,32,Yes,Yes,104.9,Yes
Female,No,43,Yes,Yes,19.65,No
Male,Yes,9,No,No,24.1,Yes
Female,Yes,60,Yes,No,59.85,No
Male,Yes,58,Yes,Yes,86.1,No
Male,No,7,Yes,No,19.45,No
Male,Yes,2,Yes,No,97.1,No
Male,No,37,No,No,36.65,No
Female,Yes,65,Yes,Yes,103.9,No
Female,Yes,39,Yes,No,19.75,No
Male,Yes,66,Yes,Yes,104.05,Yes
Male,No,68,Yes,No,24.55,No
Female,Yes,62,No,No,48.7,No
Male,No,3,Yes,Yes,88.35,Yes
Female,Yes,72,Yes,Yes,109.55,No
Female,Yes,41,Yes,No,20.65,No
Male,Yes,29,Yes,No,94.65,Yes
Female,No,4,Yes,No,55.2,No
Male,No,53,Yes,No,24.05,No
Male,Yes,1,Yes,Yes,74.4,Yes
Female,Yes,41,Yes,No,79.9,Yes
Male,Yes,39,Yes,Yes,20.45,No
Male,Yes,63,Yes,No,19.25,No
Male,No,15,Yes,Yes,26.35,No
Female,Yes,13,Yes,No,43.8,No
Male,No,1,Yes,Yes,50.15,No
Male,No,1,Yes,No,20.45,No
Male,No,8,Yes,Yes,69.7,Yes
Male,No,60,Yes,No,61.4,No
Female,Yes,12,Yes,Yes,98.1,Yes
Male,Yes,40,Yes,No,70.75,No
Female,No,66,Yes,Yes,61.15,No
Male,Yes,42,Yes,No,20.25,No
Female,No,66,Yes,Yes,63.85,No
Male,No,49,Yes,No,98.7,No
Female,No,1,Yes,No,20.5,Yes
Female,No,41,Yes,No,20,No
Female,Yes,41,Yes,No,19.3,No
Female,Yes,23,Yes,No,84.4,No
Male,No,3,No,No,25.1,No
Female,No,4,No,No,48.25,No
Female,Yes,52,Yes,No,19.85,No
Female,Yes,4,Yes,Yes,99.6,Yes
Female,No,11,Yes,Yes,94.2,No
Female,Yes,2,Yes,Yes,62.15,No
Female,Yes,26,Yes,No,79.3,No
Male,Yes,24,Yes,Yes,56.25,No
Female,No,12,Yes,No,20.3,No
Male,Yes,60,Yes,Yes,99,No
Female,Yes,64,Yes,Yes,90.6,No
Male,Yes,66,Yes,Yes,85.9,No
Female,No,60,Yes,Yes,79.2,No
Male,Yes,17,Yes,Yes,70.35,No
Male,Yes,42,Yes,No,19.35,No
Male,No,1,Yes,Yes,50.15,No
Female,Yes,47,Yes,No,63.8,No
Female,Yes,10,Yes,Yes,20.55,No
Male,Yes,70,Yes,Yes,88.55,No
Male,No,67,Yes,Yes,101.4,No
Female,No,1,Yes,Yes,81.95,Yes
Male,Yes,7,Yes,Yes,69.35,Yes
Male,No,1,Yes,No,44.6,No
Male,No,4,Yes,Yes,63.75,No
Female,Yes,66,Yes,No,109.25,No
Female,No,12,Yes,Yes,84.6,No
Female,No,24,Yes,No,20.45,No
Male,No,26,Yes,Yes,85.75,No
Female,No,6,Yes,Yes,91.1,Yes
Male,Yes,57,Yes,No,107.95,No
Male,Yes,14,Yes,Yes,86.1,Yes
Female,Yes,42,Yes,No,22.95,No
Male,No,25,Yes,Yes,94.7,Yes
Female,Yes,64,Yes,No,19.45,No
Male,Yes,22,Yes,Yes,85.1,Yes
Male,No,19,Yes,Yes,19.7,No
Female,Yes,61,Yes,Yes,99.15,Yes
Male,Yes,22,Yes,Yes,87,No
Male,Yes,70,Yes,Yes,102.95,Yes
Male,No,12,Yes,Yes,79.95,No
Female,Yes,31,Yes,Yes,64,No
